default,account_check_status,duration_in_month,credit_history,purpose,credit_amount,savings,present_emp_since,installment_as_income_perc,personal_status_sex,other_debtors,present_res_since,property,age,other_installment_plans,housing,credits_this_bank,job,people_under_maintenance,telephone,foreign_worker
1,2,24,1,1,1938,1,4,4,4,0,3,3,32,0,1,1,1,1,0,1
0,2,24,1,4,2910,1,3,2,1,0,1,4,34,0,3,1,3,1,1,1
0,2,18,1,3,2659,5,1,4,1,0,2,1,28,0,1,1,1,1,0,1
0,1,18,2,2,1028,1,1,4,2,0,3,2,36,0,1,2,1,1,0,1
0,2,8,2,2,3398,1,3,1,1,0,4,2,39,0,1,2,2,1,0,0
0,1,12,2,3,5801,2,2,2,1,0,4,3,49,0,2,1,1,1,1,1
0,1,24,1,2,1525,5,3,4,2,0,3,1,34,0,1,1,1,2,1,1
0,4,36,1,1,4473,1,2,4,1,0,2,1,31,0,1,1,1,1,0,1
0,3,6,1,1,1068,1,2,4,1,0,4,1,28,0,1,1,1,2,0,1
0,2,24,2,4,6615,1,5,2,1,0,4,4,75,0,3,2,3,1,1,1
1,1,18,2,6,1864,3,1,4,2,0,2,2,30,0,1,2,1,1,0,1
1,3,60,1,2,7408,3,4,4,2,0,2,3,24,0,1,1,3,1,0,1
1,1,48,2,4,11590,3,1,2,2,0,4,1,24,1,2,2,2,1,0,1
1,2,24,5,3,4110,1,2,3,1,0,4,4,23,1,2,2,1,2,0,1
1,2,6,2,3,3384,1,1,1,4,0,4,2,44,0,2,1,3,1,1,1
0,3,13,1,1,2101,1,4,2,2,1,4,3,23,0,1,1,2,1,0,1
1,2,15,1,8,1275,2,1,4,2,0,2,1,24,0,2,1,1,1,0,1
0,2,24,1,3,4169,1,1,4,1,0,4,3,28,0,1,1,1,1,0,1
0,3,10,1,3,1521,1,1,4,4,0,2,1,31,0,1,1,2,1,0,1
0,3,24,2,6,5743,1,4,2,2,0,4,4,24,0,3,2,1,1,1,1
0,2,21,1,3,3599,1,3,1,2,0,4,1,26,0,2,1,2,1,0,1
0,3,18,1,1,3213,4,4,1,3,0,3,2,25,0,2,1,1,1,0,1
0,3,18,1,5,4439,1,2,1,1,2,1,2,33,1,1,1,3,1,1,1
0,4,10,1,2,3949,1,4,1,1,1,1,3,37,0,1,1,2,2,0,1
0,1,15,2,1,1459,1,1,4,2,0,2,1,43,0,1,1,2,1,0,1
0,3,13,2,1,882,1,4,4,1,1,4,2,23,0,1,2,1,1,0,1
0,3,24,1,1,3758,4,5,1,2,0,4,4,23,0,2,1,4,1,0,1
0,1,6,3,5,1743,3,1,1,1,0,2,2,34,0,1,2,2,1,0,1
1,3,9,2,6,1136,5,2,4,1,0,3,4,32,0,3,2,1,2,0,1
0,1,9,1,8,1236,1,4,1,2,0,4,2,23,0,2,1,1,1,1,1
1,3,9,1,3,959,1,1,1,2,0,2,1,29,0,1,1,1,1,0,0
0,1,18,2,4,3229,2,5,2,1,0,4,4,38,0,1,1,3,1,1,1
1,2,12,5,1,6199,1,1,4,1,0,2,3,28,0,2,2,1,1,1,1
0,1,10,1,6,727,4,2,4,1,0,4,4,46,0,3,1,1,1,1,1
1,3,24,1,2,1246,1,4,4,1,0,2,2,23,2,1,1,2,1,0,1
0,1,12,2,1,2331,2,2,1,1,2,4,2,49,0,1,1,1,1,1,1
1,1,36,3,1,4463,1,1,4,1,0,2,1,26,0,1,2,3,1,1,1
0,1,12,1,1,776,1,1,4,3,0,2,2,28,0,1,1,1,1,0,1
1,2,30,1,3,2406,1,3,4,2,0,4,2,23,0,2,1,1,1,0,1
0,3,18,1,6,1239,2,1,4,1,0,4,4,61,0,3,1,1,1,0,1
0,4,12,1,1,3399,2,2,2,1,0,3,1,37,0,1,1,3,1,0,1
0,4,12,3,2,2247,1,1,2,2,0,2,1,36,2,1,2,1,1,1,1
0,1,6,1,3,1766,1,1,1,3,0,2,3,21,0,2,1,1,1,0,1
1,2,18,1,3,2473,1,5,4,1,0,1,1,25,0,1,1,4,1,0,1
0,1,12,1,5,1542,1,3,2,1,0,4,1,36,0,1,1,1,1,1,1
0,1,18,2,4,3850,1,3,3,1,0,1,1,27,0,1,2,1,1,0,1
0,2,18,1,3,3650,1,4,1,2,0,4,1,22,0,2,1,1,1,0,1
1,2,36,1,3,3446,1,2,4,1,0,2,1,42,0,1,1,1,2,0,1
0,3,18,1,3,3001,1,3,2,2,0,4,2,40,0,2,1,1,1,0,1
0,1,36,1,2,3079,2,1,4,1,0,4,2,36,0,1,1,1,1,0,1
0,1,18,2,1,6070,1,2,3,1,0,4,1,33,0,1,2,1,1,1,1
0,1,10,2,3,2146,1,4,1,2,0,3,2,23,0,2,2,1,1,0,1
0,1,60,2,2,13756,2,2,2,1,0,4,4,63,1,3,1,3,1,1,1
1,3,60,4,9,14782,3,2,3,2,0,4,4,60,1,3,2,3,1,1,1
1,2,48,4,5,7685,1,3,2,2,1,4,1,37,0,2,1,1,1,0,1
0,1,18,3,1,2320,1,5,2,3,0,3,2,34,0,1,2,1,1,0,1
0,1,7,3,1,846,2,2,3,1,0,4,4,36,0,3,1,1,1,0,1
1,3,36,1,2,14318,1,2,4,1,0,2,4,57,0,3,1,3,1,1,1
0,1,6,2,2,362,3,1,4,2,0,4,1,52,0,1,2,2,1,0,1
0,2,20,1,3,2212,2,3,4,1,0,4,1,39,0,1,1,1,1,1,1
1,3,18,1,4,12976,1,5,3,2,0,4,4,38,0,3,1,3,1,1,1
0,1,22,1,2,1283,2,3,4,2,0,4,3,25,0,2,1,1,1,0,1
0,4,12,1,2,1330,1,4,4,1,0,1,2,26,0,1,1,1,1,0,1
0,1,30,3,5,4272,3,1,2,1,0,2,3,26,0,1,2,2,1,0,1
0,1,18,2,1,2238,1,1,2,2,0,1,1,25,0,1,2,1,1,0,1
0,1,18,1,1,1126,2,4,4,2,0,2,2,21,0,2,1,1,1,1,1
0,3,18,2,3,7374,1,5,4,1,0,4,3,40,2,1,2,3,1,1,1
0,3,15,2,5,2326,4,1,2,1,0,4,1,27,1,1,1,1,1,0,1
0,1,9,1,5,1449,1,3,3,2,0,2,1,27,0,1,2,1,1,0,1
0,1,18,1,2,1820,1,1,2,3,0,2,3,30,0,1,1,3,1,1,1
0,3,12,1,3,983,5,4,1,2,0,4,2,19,0,2,1,2,1,0,1
0,2,36,1,2,3249,1,3,2,1,0,4,4,39,1,3,1,3,2,1,1
0,2,6,2,1,1957,1,3,1,2,0,4,1,31,0,1,1,1,1,0,1
0,1,9,2,3,2406,1,5,2,1,0,3,1,31,0,1,1,3,1,0,1
0,3,39,3,6,11760,3,3,2,1,0,3,4,32,0,2,1,1,1,1,1
0,2,12,1,3,2578,1,5,3,2,0,4,4,55,0,3,1,3,1,0,1
0,2,36,2,3,2348,1,1,3,3,0,2,3,46,0,1,2,1,1,1,1
1,3,12,1,2,1223,1,2,1,4,0,1,2,46,0,2,2,1,1,0,1
0,1,24,2,1,1516,5,1,4,2,0,1,2,43,0,1,2,2,1,0,1
0,1,18,1,1,1473,1,4,3,3,0,4,2,39,0,1,1,1,1,1,1
0,3,18,2,5,1887,2,1,4,3,0,4,2,28,1,1,2,1,1,0,1
1,1,24,3,5,8648,1,4,2,1,0,2,1,27,1,1,2,1,1,1,1
0,1,14,3,2,802,1,1,4,1,0,2,1,27,0,1,2,2,1,0,1
0,3,18,3,2,2899,2,2,4,1,0,4,1,43,0,1,1,1,2,0,1
1,3,24,1,1,2039,1,4,1,3,0,1,3,22,0,1,1,1,1,1,1
0,1,24,2,4,2197,2,3,4,1,0,4,1,43,0,1,2,1,2,1,1
0,2,15,1,1,1053,1,4,4,3,0,2,2,27,0,1,1,1,1,0,0
0,1,24,1,1,3235,4,2,3,4,0,2,1,26,0,1,1,3,1,1,1
1,4,12,2,2,939,4,3,4,3,0,2,2,28,0,1,3,1,1,1,1
0,3,24,1,1,1967,1,2,4,2,0,4,1,20,0,1,1,1,1,1,1
0,1,33,2,4,7253,1,3,3,1,0,2,1,35,0,1,2,3,1,1,1
1,1,12,2,5,2292,1,5,4,1,0,2,1,42,2,1,2,3,1,1,1
0,1,10,1,2,1597,4,1,3,1,0,2,4,40,0,2,1,2,2,0,0
1,2,24,1,2,1381,2,1,4,2,0,2,3,35,0,1,1,1,1,0,1
0,1,36,2,4,5842,1,2,2,1,0,2,3,35,0,1,2,1,2,1,1
1,2,12,1,2,2579,1,4,4,1,0,1,2,33,0,1,1,2,2,0,1
0,2,18,3,6,8471,2,1,1,2,0,2,1,23,0,2,2,1,1,1,1
0,1,21,1,2,2782,4,3,1,2,0,2,1,31,1,1,1,3,1,0,1
1,3,18,1,2,1042,2,1,4,2,0,2,3,33,0,1,1,1,1,0,1
0,1,15,1,2,3186,5,3,2,2,0,3,1,20,0,2,1,1,1,0,1
0,3,12,1,4,2028,2,1,4,1,0,2,1,30,0,1,1,1,1,0,1
0,3,12,2,2,958,1,3,2,1,0,3,2,47,0,1,2,2,2,0,1
0,1,21,3,3,1591,3,3,4,1,0,3,2,34,0,1,2,3,1,0,1
1,3,12,1,3,2762,2,2,1,2,0,2,3,25,1,1,1,1,1,1,1
0,3,18,1,4,2779,1,1,1,3,0,3,1,21,0,2,1,1,1,1,1
0,1,28,2,1,2743,1,2,4,1,0,2,1,29,0,1,2,1,1,0,1
0,1,18,2,1,1149,5,1,4,1,0,3,2,46,0,1,2,1,1,0,1
0,1,9,1,3,1313,1,2,1,1,0,4,1,20,0,1,1,1,1,0,1
1,2,18,2,7,1190,1,5,2,2,0,4,4,55,0,3,3,4,2,0,1
0,1,5,1,5,3448,1,3,1,1,0,4,2,74,0,1,1,2,1,0,1
1,3,24,1,9,11328,1,1,2,1,2,3,1,29,1,1,2,3,1,1,1
0,2,6,2,3,1872,1,5,4,1,0,4,4,36,0,3,3,3,1,1,1
0,1,24,2,7,2058,1,1,4,4,0,2,2,33,0,1,2,1,1,1,1
0,2,9,1,3,2136,1,1,3,1,0,2,2,25,0,1,1,1,1,0,1
1,3,12,1,1,1484,2,1,2,3,0,1,2,25,0,1,1,1,1,1,1
0,1,6,1,7,660,4,3,2,3,0,4,2,23,0,2,1,2,1,0,1
0,1,24,2,2,1287,5,2,4,2,0,4,2,37,0,1,2,1,1,1,1
0,2,42,2,7,3394,1,5,4,1,2,4,1,65,0,1,2,4,1,0,1
1,4,12,4,5,609,1,4,4,2,0,1,2,26,0,1,1,4,1,0,1
0,1,12,1,2,1884,1,2,4,1,0,4,1,39,0,1,1,3,1,1,1
0,2,12,1,3,1620,1,1,2,2,2,3,3,30,0,1,1,1,1,0,1
0,3,20,3,9,2629,1,1,2,1,0,3,1,29,1,1,2,1,1,1,1
1,1,12,1,6,719,1,2,4,1,0,4,1,41,1,1,1,2,2,0,1
1,3,48,2,3,5096,1,1,2,2,0,3,1,30,0,1,1,3,1,1,1
0,1,9,2,6,1244,2,2,4,2,0,4,3,41,0,2,2,2,1,0,1
1,2,36,1,2,1842,1,4,4,2,0,4,1,34,0,1,1,1,1,1,1
0,3,7,1,1,2576,1,1,2,1,1,2,2,35,0,1,1,1,1,0,1
0,4,12,1,3,1424,2,2,3,2,0,4,2,55,0,1,1,3,1,1,1
1,3,15,3,7,1512,5,1,3,3,0,3,3,61,2,1,2,1,1,0,1
0,1,36,2,4,11054,2,1,4,1,0,2,1,30,0,1,1,3,1,1,1
0,1,6,1,1,518,1,1,3,2,0,1,2,29,0,1,1,1,1,0,1
0,1,12,5,3,2759,1,2,2,1,0,4,3,34,0,1,2,1,1,0,1
0,1,24,1,4,2670,1,2,4,1,0,4,1,35,0,1,1,3,1,1,1
1,2,24,1,2,4817,1,3,2,1,2,3,3,31,0,1,1,1,1,1,1
0,1,24,1,4,2679,1,4,4,2,0,1,4,29,0,1,1,3,1,1,1
0,2,11,2,2,3905,1,1,2,1,0,2,2,36,0,2,2,1,2,0,1
1,2,12,1,4,3386,1,2,3,1,0,4,4,35,0,3,1,1,1,1,1
0,2,6,1,8,343,1,4,4,2,0,1,2,27,0,1,1,1,1,0,1
0,1,18,1,1,4594,1,4,3,1,0,2,1,32,0,1,1,1,1,1,1
0,2,36,1,3,3620,1,1,1,1,1,2,3,37,0,1,1,1,2,0,1
0,2,15,1,2,1721,1,4,2,1,0,3,2,36,0,1,1,1,1,0,1
0,3,12,1,3,3017,1,4,3,2,0,1,2,34,0,2,1,3,1,0,1
0,3,12,1,10,754,2,2,4,1,0,4,3,38,0,1,2,1,1,0,1
0,1,18,1,5,1950,1,3,4,1,0,1,1,34,2,1,2,1,1,1,1
0,2,24,1,4,2924,1,1,3,1,1,4,4,63,1,1,1,1,2,1,1
1,2,24,3,1,1659,1,4,4,2,0,2,1,29,0,2,1,2,1,1,1
0,1,48,3,1,7238,2,2,3,1,0,3,1,32,1,1,2,1,2,0,1
0,1,33,3,5,2764,1,1,2,2,0,2,1,26,0,1,2,1,1,1,1
0,1,24,3,4,4679,1,3,3,1,0,3,1,35,0,1,2,2,1,1,1
1,3,24,1,1,3092,3,4,3,3,0,2,1,22,0,2,1,1,1,1,1
1,2,6,1,6,448,1,4,4,2,0,4,3,23,0,1,1,1,1,0,1
1,2,9,1,2,654,1,1,4,1,0,3,1,28,0,1,1,2,1,0,1
0,1,6,1,10,1238,2,5,4,1,0,4,3,36,0,1,1,3,2,1,1
1,3,18,2,1,1245,1,1,4,3,0,2,1,33,0,1,1,1,1,0,1
1,2,18,5,3,3114,1,4,1,2,0,4,3,26,0,2,1,1,1,0,1
0,1,39,1,4,2569,4,1,4,1,0,4,1,24,0,1,1,1,1,0,1
0,4,24,1,1,5152,1,3,4,1,0,2,1,25,1,1,1,1,1,0,1
0,3,12,1,5,1037,3,3,3,1,0,4,2,39,0,1,1,2,1,0,1
0,2,15,2,3,1478,1,2,4,1,0,4,1,44,0,1,2,1,2,1,1
0,3,12,2,1,3573,1,1,1,2,0,1,2,23,0,1,1,2,1,0,1
0,3,24,1,2,1201,1,4,4,1,0,1,3,26,0,1,1,1,1,0,1
0,2,30,1,3,3622,5,2,4,2,0,4,3,57,0,2,2,1,1,1,1
0,1,15,3,3,960,5,3,3,2,0,2,3,30,0,1,2,1,1,0,1
0,1,12,2,2,1163,4,1,4,1,0,4,2,44,0,1,1,1,1,1,1
1,3,6,3,2,1209,1,5,4,1,0,4,3,47,0,1,1,3,1,1,1
0,1,12,1,1,3077,1,1,2,1,0,4,1,52,0,1,1,1,1,1,1
0,1,24,1,2,3757,1,2,4,2,2,4,4,62,0,3,1,1,1,1,1
0,1,10,1,2,1418,3,1,3,1,0,2,2,35,0,2,1,2,1,0,0
0,1,6,1,2,3518,1,1,2,1,1,3,3,26,0,2,1,1,1,0,1
0,1,12,2,1,1934,1,2,2,1,0,2,4,26,0,1,2,1,1,0,1
1,3,27,5,5,8318,1,2,2,2,0,4,4,42,0,3,2,3,1,1,1
0,1,6,2,1,1237,3,1,1,2,0,1,3,27,0,1,2,1,1,0,1
0,3,6,1,1,368,2,2,4,1,0,4,3,38,0,1,1,1,1,0,1
0,2,12,2,2,2122,1,1,3,1,0,2,2,39,0,2,2,2,2,0,0
1,2,24,1,3,2996,2,1,2,3,0,4,1,20,0,1,1,1,1,0,1
1,3,36,1,3,9034,3,4,4,1,2,1,4,29,0,2,1,3,1,1,1
0,1,24,2,3,1585,1,3,4,1,0,3,3,40,0,1,2,1,1,0,1
0,3,18,1,1,1301,1,2,4,3,1,2,2,32,0,1,1,2,1,0,1
0,4,6,2,2,1323,3,2,2,4,0,4,1,28,0,1,2,1,2,1,1
1,2,24,1,2,3123,1,4,4,2,0,1,3,27,0,1,1,1,1,0,1
0,2,36,1,4,5493,1,2,2,1,0,4,4,42,0,3,1,1,2,0,1
0,4,9,1,1,1126,3,2,2,4,0,4,2,49,0,1,1,1,1,0,1
1,3,24,2,1,1216,3,4,4,1,0,4,4,38,1,1,2,1,2,0,1
1,2,24,1,2,1207,1,4,4,2,0,4,3,24,0,2,1,1,1,0,1
1,1,10,1,2,1309,2,1,4,1,1,4,3,27,0,1,1,2,1,0,1
0,4,15,2,4,2360,4,1,2,1,0,2,1,36,0,1,1,1,1,1,1
1,3,15,4,2,6850,3,5,1,1,0,2,3,34,0,1,1,3,2,1,1
0,1,24,1,1,1413,1,1,4,3,0,2,3,28,0,1,1,1,1,0,1
0,1,39,1,4,8588,3,2,4,1,0,2,1,45,0,1,1,3,1,1,1
1,2,12,1,2,759,1,3,4,1,0,2,2,26,0,1,1,1,1,0,1
0,1,36,1,4,4686,1,1,2,1,0,2,4,32,0,3,1,3,1,1,1
0,4,15,1,5,2687,1,3,2,1,0,4,3,26,0,2,1,1,1,1,1
0,3,12,3,1,585,1,1,4,3,2,4,2,20,0,2,2,1,1,0,1
0,1,24,1,2,2255,2,4,4,1,0,1,3,54,0,1,1,1,1,0,1
0,2,6,2,2,609,1,3,4,2,0,3,3,37,0,1,2,1,1,0,0
0,2,6,2,2,1361,1,4,2,1,0,4,2,40,0,1,1,2,2,0,0
1,1,36,2,3,7127,1,4,2,2,0,4,3,23,0,2,2,1,1,1,1
0,2,6,1,2,1203,3,2,3,1,0,2,3,43,0,1,1,1,1,1,1
0,1,6,2,1,700,2,2,4,1,0,4,4,36,0,3,2,1,1,0,1
0,1,24,2,7,5507,1,2,3,1,0,4,4,44,0,3,2,1,1,0,1
1,2,18,1,1,3190,1,1,2,2,0,2,2,24,0,1,1,1,1,0,1
1,2,48,5,3,7119,1,1,3,1,0,4,4,53,0,3,2,1,2,0,1
0,1,24,1,4,3488,3,3,3,2,0,4,1,23,0,1,1,1,1,0,1
0,3,18,1,1,1113,1,1,4,2,1,4,2,26,0,1,1,2,2,0,1
0,3,26,1,4,7966,1,4,2,1,0,3,1,30,0,1,2,1,1,0,1
0,1,15,2,6,1532,3,1,4,2,0,3,1,31,0,1,1,1,1,0,1
0,1,4,2,1,1503,1,3,2,1,0,1,2,42,0,1,2,2,2,0,1
1,2,36,1,1,2302,1,1,4,4,0,4,1,31,0,2,1,1,1,0,1
0,2,6,1,2,662,1,4,3,1,0,4,2,41,0,1,1,2,2,1,1
0,3,36,1,6,2273,1,3,3,1,0,1,1,32,0,1,2,1,2,0,1
1,3,15,1,2,2631,3,1,2,2,0,4,1,28,0,2,2,1,1,1,1
0,1,12,3,4,1503,1,1,4,3,0,4,2,41,0,2,1,1,1,0,1
0,1,24,1,1,1311,3,3,4,3,0,3,3,26,0,1,1,1,1,1,1
0,1,24,1,1,3105,2,4,4,1,0,2,1,25,0,1,2,1,1,0,1
1,4,21,2,6,2319,1,4,2,4,0,1,1,33,0,2,1,1,1,0,1
0,2,6,1,2,1374,2,5,4,2,0,3,3,75,0,1,1,3,1,1,1
0,3,18,2,3,3612,1,2,3,2,0,4,3,37,0,1,1,1,1,1,1
1,2,48,1,2,7763,1,2,4,1,0,4,4,42,1,3,1,3,1,0,1
0,4,18,1,3,3049,1,4,1,2,0,1,3,45,2,1,1,2,1,0,1
1,3,12,1,1,1534,1,4,1,3,0,1,2,23,0,2,1,1,1,0,1
0,1,24,3,2,2032,1,2,4,1,0,4,4,60,0,3,2,1,1,1,1
1,2,30,1,3,6350,2,2,4,1,0,4,3,31,0,1,1,1,1,0,1
1,4,18,1,3,2864,1,1,2,1,0,1,2,34,0,1,1,2,2,0,1
0,1,12,2,2,1255,1,2,4,1,0,4,2,61,0,1,2,2,1,0,1
1,2,24,3,2,1333,1,5,4,1,0,2,2,43,0,3,2,1,2,0,1
0,1,24,2,2,2022,1,1,4,2,0,4,1,37,0,1,1,1,1,1,1
0,1,24,1,1,1552,1,3,3,1,0,1,1,32,1,1,1,1,2,0,1
1,2,12,4,1,626,1,1,4,2,0,4,2,24,1,1,1,2,1,0,1
0,1,48,2,4,8858,2,3,2,1,0,1,4,35,0,3,2,1,1,1,1
0,1,12,2,7,996,2,3,4,2,0,4,2,23,0,1,2,1,1,0,1
0,1,6,4,1,1750,4,2,2,1,0,4,3,45,1,1,1,2,2,0,1
1,2,48,1,1,6999,1,3,1,3,1,1,2,34,0,1,2,1,1,1,1
0,3,12,2,2,1995,3,4,4,1,0,1,1,27,0,1,1,1,1,0,1
0,3,9,1,6,1199,1,3,4,2,0,4,3,67,0,1,2,3,1,1,1
1,3,12,1,1,1331,1,4,2,1,0,1,1,22,2,1,1,1,1,0,1
1,3,18,5,2,2278,3,4,3,2,0,3,1,28,0,1,2,1,1,0,1
1,1,21,5,2,5003,2,1,1,2,0,4,3,29,1,1,2,1,1,1,1
1,2,24,4,3,3552,1,3,3,1,0,4,1,27,1,1,1,1,1,0,1
1,3,18,2,3,1928,1,4,2,1,0,2,2,31,0,1,2,2,1,0,1
0,2,24,1,4,2964,2,2,4,1,0,4,4,49,1,3,1,1,2,1,1
1,2,24,4,1,1546,1,3,4,1,1,4,1,24,1,2,1,2,1,0,1
0,4,6,3,1,683,1,4,2,2,0,1,3,29,1,1,1,1,1,0,1
1,3,36,1,2,12389,2,1,1,1,0,4,4,37,0,3,1,1,1,1,1
0,3,24,3,5,4712,2,1,4,1,0,2,3,37,1,1,2,3,1,1,1
0,3,24,3,1,1553,3,3,3,2,0,2,3,23,0,2,2,1,1,1,1
1,2,12,1,2,1372,1,3,2,4,0,3,1,36,0,1,1,1,1,0,1
0,1,24,2,1,2578,5,2,2,1,0,2,1,34,0,1,1,1,1,0,1
0,3,48,1,1,3979,2,3,4,1,0,1,1,41,0,1,2,1,2,1,1
1,2,48,1,1,6758,1,1,3,2,0,2,1,31,0,1,1,1,1,1,1
1,2,24,1,3,3234,1,4,4,2,0,4,2,23,0,2,1,2,1,1,1
0,1,30,2,1,5954,1,3,3,1,2,2,1,38,0,1,1,1,1,0,1
0,1,24,1,4,5433,2,5,2,2,0,4,3,26,0,2,1,3,1,1,1
0,2,15,1,5,806,1,1,4,2,0,4,3,22,0,1,1,2,1,0,1
0,3,9,1,1,1082,1,2,4,1,0,4,1,27,0,1,2,2,1,0,1
0,1,15,2,3,2788,1,3,2,2,2,3,1,24,1,1,2,1,1,0,1
0,3,12,1,1,2930,1,3,2,2,0,1,2,27,0,1,1,1,1,0,1
0,1,24,2,6,1927,2,1,3,2,0,2,1,33,0,1,2,1,1,1,1
1,3,36,2,2,2820,1,4,4,4,0,4,1,27,0,1,2,1,1,0,1
0,1,24,1,10,937,1,4,4,3,0,3,1,27,0,1,2,2,1,0,1
1,3,18,2,2,1056,1,2,3,1,1,3,2,30,1,1,2,1,1,0,1
0,3,12,2,2,3124,1,4,1,1,0,3,2,49,1,1,2,2,2,0,1
0,1,9,1,3,1388,1,1,4,2,0,2,2,26,0,2,1,1,1,0,1
1,3,36,1,7,2384,1,4,4,1,0,1,4,33,0,2,1,2,1,0,1
0,1,12,1,2,2133,2,2,4,2,0,4,4,52,0,3,1,3,1,1,1
1,2,18,1,3,2039,1,1,1,2,0,4,2,20,1,2,1,1,1,0,1
0,2,9,2,2,2799,1,1,2,1,0,2,2,36,0,2,2,1,2,0,1
0,2,12,1,3,1289,1,1,4,1,1,1,3,21,0,1,1,2,1,0,1
1,2,18,1,8,1217,1,1,4,3,0,3,2,47,0,1,1,2,1,1,1
1,2,12,2,3,2246,1,2,3,1,0,3,3,60,0,1,2,1,1,0,1
0,2,12,2,1,385,1,3,4,2,0,3,2,58,0,1,4,2,1,1,1
0,3,24,3,2,1965,2,1,4,2,0,4,1,42,0,2,2,1,1,1,1
0,1,21,1,5,1572,5,2,4,2,0,4,2,36,1,1,1,2,1,0,1
1,3,24,1,2,2718,1,1,3,2,0,4,3,20,0,2,1,2,1,1,1
1,2,24,4,9,1358,2,2,4,1,0,3,1,40,2,1,1,3,1,1,1
1,3,6,4,2,931,3,4,1,2,0,1,3,32,2,1,1,2,1,0,1
1,2,24,1,2,1442,1,3,4,2,0,4,1,23,0,2,2,1,1,0,1
1,3,24,5,5,4241,1,1,1,1,0,4,2,36,0,1,3,2,1,1,1
1,1,18,2,2,2775,1,3,2,1,0,2,3,31,1,1,2,1,1,0,1
0,1,24,3,5,3863,1,1,1,1,0,2,4,32,0,3,1,1,1,0,1
0,3,7,1,1,2329,1,4,1,2,1,1,2,45,0,1,1,1,1,0,1
1,3,9,1,3,918,1,1,4,2,0,1,3,30,0,1,1,1,1,0,1
1,3,24,4,6,1837,1,3,4,2,0,4,4,34,1,3,1,2,1,0,1
1,1,36,1,3,3349,1,1,4,2,0,2,1,28,0,1,1,3,1,1,1
0,4,10,1,3,1275,1,4,4,2,0,2,3,23,0,1,1,1,1,0,1
0,2,24,4,3,2828,4,1,4,1,0,4,2,22,2,1,1,1,1,1,1
0,1,24,2,5,4526,1,1,3,1,0,2,2,74,0,1,1,3,1,1,1
1,3,36,1,1,2671,3,1,4,2,2,4,4,50,0,3,1,1,1,0,1
0,1,18,1,1,2051,1,4,4,1,0,1,2,33,0,1,1,1,1,0,1
0,1,15,1,4,1300,2,2,4,1,0,4,4,45,1,3,1,1,2,0,1
1,2,12,1,8,741,3,5,4,2,0,3,3,22,0,1,1,1,1,0,1
1,4,10,1,2,1240,3,2,1,2,0,4,4,48,0,3,1,2,2,0,1
0,2,21,1,1,3357,5,4,4,2,0,2,1,29,1,1,1,1,1,0,1
0,2,24,4,4,3632,1,1,1,2,1,4,1,22,1,2,1,1,1,0,0
1,1,18,3,3,1808,1,3,4,2,0,1,2,22,0,1,1,1,1,0,1
0,3,48,5,5,12204,2,1,2,1,0,2,1,48,1,1,1,3,1,1,1
0,3,60,3,1,9157,2,1,2,1,0,2,4,27,0,3,1,3,1,0,1
0,2,6,2,2,3676,1,1,1,1,0,3,2,37,0,2,3,1,2,0,1
1,3,30,1,3,3441,3,1,2,2,2,4,1,21,0,2,1,1,1,0,1
0,1,12,1,2,640,1,1,4,4,0,2,2,49,0,1,1,2,1,0,1
0,3,21,2,5,3652,1,3,2,1,0,3,3,27,0,1,2,1,1,0,1
1,1,18,2,2,1530,1,1,3,1,0,2,3,32,1,1,2,1,1,0,1
1,1,48,1,5,3914,2,1,4,4,0,2,2,38,1,1,1,1,1,0,1
0,2,12,1,3,1858,1,4,4,2,0,1,1,22,0,2,1,1,1,0,1
1,2,18,1,1,2600,1,1,4,1,0,4,4,65,0,3,2,1,1,0,1
0,1,15,1,1,1979,2,2,4,1,0,2,1,35,0,1,1,1,1,0,1
0,4,6,1,3,2116,1,1,2,1,0,2,2,41,0,1,1,1,1,1,1
1,3,9,4,2,1437,3,3,2,1,0,3,4,29,0,1,1,1,1,0,1
0,1,42,2,3,4042,4,1,4,1,0,4,2,36,0,1,2,1,1,1,1
0,1,9,1,6,3832,2,2,1,1,0,4,2,64,0,1,1,2,1,0,1
0,2,24,1,1,3660,1,1,2,2,0,4,1,28,0,1,1,1,1,0,1
1,2,18,4,3,1553,1,1,4,1,0,3,1,44,1,1,1,1,1,0,1
0,3,15,1,1,1444,2,4,4,1,0,1,3,23,0,1,1,1,1,0,1
1,1,9,1,3,1980,1,4,2,2,2,2,1,19,0,2,2,1,1,0,1
1,3,24,1,2,1355,1,4,3,2,0,4,1,25,0,1,1,2,1,1,1
0,1,12,1,6,1393,1,2,4,1,0,4,3,47,1,1,3,1,2,1,1
0,1,24,1,1,1376,4,3,4,2,0,1,1,28,0,1,1,1,1,0,1
0,1,60,3,1,15653,1,3,2,1,0,4,1,21,0,1,2,1,1,1,1
0,1,12,1,1,1493,1,4,4,2,0,3,1,34,0,1,1,1,2,0,1
1,2,42,3,1,4370,1,3,3,1,0,2,3,26,1,1,2,1,2,1,1
1,2,18,1,6,750,1,5,4,2,0,1,2,27,0,1,1,4,1,0,1
0,3,15,1,7,1308,1,2,4,1,0,4,1,38,0,1,2,2,1,0,1
1,1,15,1,6,4623,3,1,3,1,0,2,3,40,0,1,1,3,1,1,1
0,1,24,2,1,1851,1,3,4,3,1,2,1,33,0,1,2,1,1,1,1
